type,Genotype,Population,Subpopulation,Internal_id,accessionID,KRN
validation population,Low KRN,USDA germplasm,NA,XBSA_4C8,NSL34753,9
validation population,High KRN,USDA germplasm,NA,XBSA_1E6,NSL42707,19
validation population,Random KRN,USDA germplasm,NA,XBSA_6B1,NSL42723,10
validation population,Low KRN,USDA germplasm,NA,XBSA_4D5,NSL42730,8
validation population,Random KRN,USDA germplasm,NA,XBSA_6A4,NSL42747,13
validation population,High KRN,USDA germplasm,NA,XBSA_1E7,NSL42751,19
validation population,Random KRN,USDA germplasm,NA,XBSA_6A3,NSL42805,17
validation population,Random KRN,USDA germplasm,NA,XBSA_6A2,NSL42808,11
validation population,High KRN,USDA germplasm,NA,XBSA_1E8,NSL42809,19
validation population,High KRN,USDA germplasm,NA,XBSA_1F6,NSL437896,18
validation population,Random KRN,USDA germplasm,NA,XBSA_7A4,NSL437897,15
validation population,Random KRN,USDA germplasm,NA,XBSA_7A3,NSL437982,11
validation population,High KRN,USDA germplasm,NA,XBSA_1D5,NSL5613,21
validation population,Low KRN,USDA germplasm,NA,XBSA_4B8,NSL5623,9
validation population,High KRN,USDA germplasm,NA,XBSA_1A4,NSL5780,23
validation population,Low KRN,USDA germplasm,NA,XBSA_4C5,NSL6540,9
validation population,Random KRN,USDA germplasm,NA,XBSA_6A1,NSL67796,16
validation population,High KRN,USDA germplasm,NA,XBSA_1B1,NSL6879,26
validation population,Random KRN,USDA germplasm,NA,XBSA_7B4,NSL73312,16
validation population,Random KRN,USDA germplasm,NA,XBSA_7B3,NSL73323,16
validation population,Low KRN,USDA germplasm,NA,XBSA_4C6,NSL8582,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4D6,NSL92578,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4E5,PI162573,9
validation population,High KRN,USDA germplasm,NA,XBSA_1F7,PI162575,21
validation population,High KRN,USDA germplasm,NA,XBSA_1F8,PI166042,20
validation population,Random KRN,USDA germplasm,NA,XBSA_7A2,PI167955,10
validation population,Random KRN,USDA germplasm,NA,XBSA_7A1,PI167963,14
validation population,Low KRN,USDA germplasm,NA,XBSA_4E6,PI167972,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4E7,PI167977,9
validation population,Random KRN,USDA germplasm,NA,XBSA_6H8,PI167984,12
validation population,Low KRN,USDA germplasm,NA,XBSA_4E8,PI167991,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4F5,PI168001,9
validation population,Random KRN,USDA germplasm,NA,XBSA_6H7,PI168008,17
validation population,Low KRN,USDA germplasm,NA,XBSA_4F6,PI168045,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4F7,PI170882,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4F8,PI170883,9
validation population,High KRN,USDA germplasm,NA,XBSA_1G5,PI171908,19
validation population,Random KRN,USDA germplasm,NA,XBSA_6H6,PI171918,14
validation population,Low KRN,USDA germplasm,NA,XBSA_4G5,PI172330,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4G6,PI172597,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4G7,PI175981,9
validation population,High KRN,USDA germplasm,NA,XBSA_1B2,PI176804,22
validation population,Random KRN,USDA germplasm,NA,XBSA_6H5,PI176804,22
validation population,Random KRN,USDA germplasm,NA,XBSA_6G8,PI177620,15
validation population,Random KRN,USDA germplasm,NA,XBSA_6G7,PI180231,15
validation population,Low KRN,USDA germplasm,NA,XBSA_4G8,PI183639,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4H5,PI183735,9
validation population,Random KRN,USDA germplasm,NA,XBSA_6G6,PI183748,9
validation population,Random KRN,USDA germplasm,NA,XBSA_6G5,PI183810,13
validation population,Low KRN,USDA germplasm,NA,XBSA_4H6,PI184284,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4H7,PI185048,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4H8,PI185061,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4A9,PI185072,9
validation population,High KRN,USDA germplasm,NA,XBSA_1G6,PI185618,19
validation population,Low KRN,USDA germplasm,NA,XBSA_4A10,PI185847,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4A11,PI185854,9
validation population,Low KRN,USDA germplasm,NA,XBSA_3B8,PI185855,9
validation population,High KRN,USDA germplasm,NA,XBSA_1G7,PI186185,20
validation population,High KRN,USDA germplasm,NA,XBSA_1G8,PI186198,19
validation population,Random KRN,USDA germplasm,NA,XBSA_6F8,PI186210,11
validation population,High KRN,USDA germplasm,NA,XBSA_1H5,PI186217,21
validation population,Random KRN,USDA germplasm,NA,XBSA_6F7,PI186219,14
validation population,High KRN,USDA germplasm,NA,XBSA_1H6,PI186226,21
validation population,High KRN,USDA germplasm,NA,XBSA_1H7,PI193424,21
validation population,Random KRN,USDA germplasm,NA,XBSA_6F6,PI193432,17
validation population,Low KRN,USDA germplasm,NA,XBSA_4B9,PI193435,9
validation population,Random KRN,USDA germplasm,NA,XBSA_6F5,PI195113,15
validation population,High KRN,USDA germplasm,NA,XBSA_1H8,PI195234,21
validation population,Low KRN,USDA germplasm,NA,XBSA_4B10,PI198889,9
validation population,High KRN,USDA germplasm,NA,XBSA_1B3,PI198893,22
validation population,High KRN,USDA germplasm,NA,XBSA_1A9,PI200181,18
validation population,Random KRN,USDA germplasm,NA,XBSA_6E8,PI200290,16
validation population,Low KRN,USDA germplasm,NA,XBSA_4B11,PI200293,9
validation population,Random KRN,USDA germplasm,NA,XBSA_6E7,PI200295,11
validation population,Random KRN,USDA germplasm,NA,XBSA_6E6,PI200303,11
validation population,Low KRN,USDA germplasm,NA,XBSA_3C8,PI201555,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4C9,PI201559,9
validation population,High KRN,USDA germplasm,NA,XBSA_1A11,PI201844,18
validation population,Low KRN,USDA germplasm,NA,XBSA_4C10,PI203329,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4C11,PI204791,9
validation population,Low KRN,USDA germplasm,NA,XBSA_3D8,PI204792,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4D9,PI204795,9
validation population,High KRN,USDA germplasm,NA,XBSA_1A12,PI204802,18
validation population,Random KRN,USDA germplasm,NA,XBSA_6E5,PI204810,15
validation population,Random KRN,USDA germplasm,NA,XBSA_6D8,PI204815,12
validation population,Random KRN,USDA germplasm,NA,XBSA_6D7,PI204842,15
validation population,High KRN,USDA germplasm,NA,XBSA_1B9,PI208473,18
validation population,High KRN,USDA germplasm,NA,XBSA_1B10,PI208913,18
validation population,Random KRN,USDA germplasm,NA,XBSA_6D6,PI209135,13
validation population,Low KRN,USDA germplasm,NA,XBSA_4D10,PI210399,9
validation population,High KRN,USDA germplasm,NA,XBSA_1B11,PI213699,19
validation population,High KRN,USDA germplasm,NA,XBSA_1B12,PI213702,18
validation population,High KRN,USDA germplasm,NA,XBSA_1C9,PI213707,21
validation population,High KRN,USDA germplasm,NA,XBSA_1C10,PI213708,19
validation population,High KRN,USDA germplasm,NA,XBSA_1C11,PI213709,19
validation population,High KRN,USDA germplasm,NA,XBSA_1C12,PI213710,18
validation population,High KRN,USDA germplasm,NA,XBSA_1D9,PI213715,20
validation population,High KRN,USDA germplasm,NA,XBSA_1D10,PI213716,20
validation population,High KRN,USDA germplasm,NA,XBSA_1D11,PI213717,19
validation population,High KRN,USDA germplasm,NA,XBSA_1D12,PI213718,18
validation population,High KRN,USDA germplasm,NA,XBSA_1E9,PI213720,19
validation population,High KRN,USDA germplasm,NA,XBSA_1E10,PI213722,18
validation population,High KRN,USDA germplasm,NA,XBSA_1B4,PI213727,23
validation population,High KRN,USDA germplasm,NA,XBSA_1E11,PI213742,18
validation population,Low KRN,USDA germplasm,NA,XBSA_4D11,PI213745,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4D12,PI213746,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4E9,PI213747,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4E10,PI213748,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4B2,PI213757,6
validation population,Low KRN,USDA germplasm,NA,XBSA_4E11,PI213758,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4E12,PI213759,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4F9,PI213764,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4F10,PI213765,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4F11,PI213768,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4F12,PI213769,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4G9,PI213771,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4G10,PI213772,8
validation population,Low KRN,USDA germplasm,NA,XBSA_4G11,PI213773,9
validation population,Random KRN,USDA germplasm,NA,XBSA_6D5,PI213778,10
validation population,Low KRN,USDA germplasm,NA,XBSA_4G12,PI213793,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4H9,PI213796,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4H10,PI213797,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4H11,PI213800,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4H12,PI213802,8
validation population,Low KRN,USDA germplasm,NA,XBSA_5A1,PI213806,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5A2,PI213807,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5A3,PI213808,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5B1,PI213809,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5B2,PI213811,8
validation population,High KRN,USDA germplasm,NA,XBSA_1E12,PI214186,18
validation population,Low KRN,USDA germplasm,NA,XBSA_5B3,PI214187,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5B4,PI214194,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5C1,PI214195,9
validation population,Random KRN,USDA germplasm,NA,XBSA_6C8,PI214200,10
validation population,Low KRN,USDA germplasm,NA,XBSA_4B3,PI214201,7
validation population,Low KRN,USDA germplasm,NA,XBSA_4B4,PI214203,6
validation population,Low KRN,USDA germplasm,NA,XBSA_4C1,PI214279,8
validation population,Random KRN,USDA germplasm,NA,XBSA_6C7,PI214288,18
validation population,High KRN,USDA germplasm,NA,XBSA_1F9,PI214290,19
validation population,High KRN,USDA germplasm,NA,XBSA_1F10,PI214294,19
validation population,High KRN,USDA germplasm,NA,XBSA_1C1,PI217406,22
validation population,Low KRN,USDA germplasm,NA,XBSA_5C2,PI217408,8
validation population,Low KRN,USDA germplasm,NA,XBSA_4C2,PI217411,7
validation population,Low KRN,USDA germplasm,NA,XBSA_5C3,PI217460,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5C4,PI217462,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5D1,PI217470,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5D2,PI217483,9
validation population,Random KRN,USDA germplasm,NA,XBSA_6C6,PI217484,10
validation population,Low KRN,USDA germplasm,NA,XBSA_5D3,PI217487,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5D4,PI217488,9
validation population,Random KRN,USDA germplasm,NA,XBSA_6C5,PI218039,12
validation population,High KRN,USDA germplasm,NA,XBSA_1F11,PI218133,20
validation population,Random KRN,USDA germplasm,NA,XBSA_6B8,PI218156,13
validation population,High KRN,USDA germplasm,NA,XBSA_1F12,PI218158,19
validation population,High KRN,USDA germplasm,NA,XBSA_1G9,PI218184,18
validation population,Low KRN,USDA germplasm,NA,XBSA_5E1,PI219880,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5E2,PI221737,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5E3,PI221738,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4C3,PI221739,6
validation population,Low KRN,USDA germplasm,NA,XBSA_5E4,PI221741,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4C4,PI221747,8
validation population,Low KRN,USDA germplasm,NA,XBSA_5F1,PI221794,9
validation population,Random KRN,USDA germplasm,NA,XBSA_6B7,PI221822,12
validation population,Low KRN,USDA germplasm,NA,XBSA_5F2,PI221829,7
validation population,Low KRN,USDA germplasm,NA,XBSA_5F3,PI221830,8
validation population,Low KRN,USDA germplasm,NA,XBSA_4D1,PI221831,8
validation population,Low KRN,USDA germplasm,NA,XBSA_5F4,PI221833,9
validation population,High KRN,USDA germplasm,NA,XBSA_1G10,PI221834,23
validation population,Random KRN,USDA germplasm,NA,XBSA_6B6,PI221836,10
validation population,High KRN,USDA germplasm,NA,XBSA_1G11,PI221867,21
validation population,Random KRN,USDA germplasm,NA,XBSA_7C5,PI221872,13
validation population,High KRN,USDA germplasm,NA,XBSA_1G12,PI221885,21
validation population,High KRN,USDA germplasm,NA,XBSA_1H10,PI221888,19
validation population,High KRN,USDA germplasm,NA,XBSA_1H11,PI227398,18
validation population,Low KRN,USDA germplasm,NA,XBSA_5G1,PI227937,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5G2,PI228178,9
validation population,High KRN,USDA germplasm,NA,XBSA_1H12,PI232962,18
validation population,Low KRN,USDA germplasm,NA,XBSA_4D2,PI232963,8
validation population,High KRN,USDA germplasm,NA,XBSA_2A1,PI232966,18
validation population,Random KRN,USDA germplasm,NA,XBSA_7B8,PI232970,13
validation population,High KRN,USDA germplasm,NA,XBSA_2A2,PI233002,19
validation population,Low KRN,USDA germplasm,NA,XBSA_5G3,PI233316,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5G4,PI233317,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5H1,PI233318,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5H2,PI239101,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5H3,PI239104,9
validation population,High KRN,USDA germplasm,NA,XBSA_2A3,PI239107,18
validation population,Low KRN,USDA germplasm,NA,XBSA_5H4,PI239113,9
validation population,High KRN,USDA germplasm,NA,XBSA_2A4,PI240318,18
validation population,High KRN,USDA germplasm,NA,XBSA_2B1,PI240328,19
validation population,Low KRN,USDA germplasm,NA,XBSA_5A5,PI245130,9
validation population,High KRN,USDA germplasm,NA,XBSA_2B2,PI250907,18
validation population,High KRN,USDA germplasm,NA,XBSA_2B3,PI251646,18
validation population,High KRN,USDA germplasm,NA,XBSA_2B4,PI251647,18
validation population,Random KRN,USDA germplasm,NA,XBSA_7B7,PI251649,16
validation population,Random KRN,USDA germplasm,NA,XBSA_7B6,PI251657,16
validation population,Low KRN,USDA germplasm,NA,XBSA_5A6,PI253811,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5A7,PI254855,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5A8,PI255975,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5B5,PI255979,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5B6,PI255985,9
validation population,High KRN,USDA germplasm,NA,XBSA_2C1,PI257517,18
validation population,Random KRN,USDA germplasm,NA,XBSA_7B5,PI257623,12
validation population,Low KRN,USDA germplasm,NA,XBSA_5B7,PI262475,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5B8,PI262482,9
validation population,Random KRN,USDA germplasm,NA,XBSA_7A8,PI262493,13
validation population,High KRN,USDA germplasm,NA,XBSA_2C2,PI262498,18
validation population,Low KRN,USDA germplasm,NA,XBSA_5C5,PI267156,9
validation population,High KRN,USDA germplasm,NA,XBSA_2C3,PI267174,21
validation population,High KRN,USDA germplasm,NA,XBSA_2C4,PI267178,20
validation population,Low KRN,USDA germplasm,NA,XBSA_5C6,PI267208,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5C7,PI267214,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5C8,PI267217,9
validation population,High KRN,USDA germplasm,NA,XBSA_2D1,PI267223,19
validation population,Random KRN,USDA germplasm,NA,XBSA_7A7,PI270078,14
validation population,Low KRN,USDA germplasm,NA,XBSA_5D5,PI270080,9
validation population,High KRN,USDA germplasm,NA,XBSA_2D2,PI275832,18
validation population,High KRN,USDA germplasm,NA,XBSA_2D3,PI278712,21
validation population,High KRN,USDA germplasm,NA,XBSA_2D4,PI278719,19
validation population,High KRN,USDA germplasm,NA,XBSA_2E1,PI279016,19
validation population,Low KRN,USDA germplasm,NA,XBSA_5D6,PI279017,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5D7,PI279019,9
validation population,Random KRN,USDA germplasm,NA,XBSA_7A6,PI279025,11
validation population,Low KRN,USDA germplasm,NA,XBSA_5D8,PI279031,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5E5,PI291391,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4D3,PI296724,8
validation population,Low KRN,USDA germplasm,NA,XBSA_5E6,PI298527,9
validation population,High KRN,USDA germplasm,NA,XBSA_2E2,PI303849,20
validation population,High KRN,USDA germplasm,NA,XBSA_1C2,PI303852,27
validation population,Random KRN,USDA germplasm,NA,XBSA_7A5,PI303856,14
validation population,High KRN,USDA germplasm,NA,XBSA_2E3,PI303859,18
validation population,Low KRN,USDA germplasm,NA,XBSA_5E7,PI303871,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5E8,PI303880,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5F5,PI303891,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5F6,PI303896,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5F7,PI303897,9
validation population,Random KRN,USDA germplasm,NA,XBSA_7H4,PI303906,11
validation population,Low KRN,USDA germplasm,NA,XBSA_5F8,PI303908,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5G5,PI303918,9
validation population,High KRN,USDA germplasm,NA,XBSA_2E4,PI303929,20
validation population,Low KRN,USDA germplasm,NA,XBSA_5G6,PI311237,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5G7,PI311249,9
validation population,High KRN,USDA germplasm,NA,XBSA_2F1,PI311251,24
validation population,High KRN,USDA germplasm,NA,XBSA_1C3,PI311252,30
validation population,High KRN,USDA germplasm,NA,XBSA_2F2,PI311253,19
validation population,Low KRN,USDA germplasm,NA,XBSA_5G8,PI317675,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5H5,PI317681,8
validation population,High KRN,USDA germplasm,NA,XBSA_2F3,PI317683,25
validation population,High KRN,USDA germplasm,NA,XBSA_1C4,PI317684,28
validation population,Low KRN,USDA germplasm,NA,XBSA_5H6,PI321108,9
validation population,Random KRN,USDA germplasm,NA,XBSA_7H3,PI321110,12
validation population,Low KRN,USDA germplasm,NA,XBSA_5H7,PI321111,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5H8,PI340818,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5A9,PI340828,9
validation population,High KRN,USDA germplasm,NA,XBSA_1D1,PI340840,26
validation population,Random KRN,USDA germplasm,NA,XBSA_7H2,PI340857,13
validation population,High KRN,USDA germplasm,NA,XBSA_2F4,PI340875,18
validation population,Low KRN,USDA germplasm,NA,XBSA_5A10,PI343178,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5A11,PI344757,9
validation population,Random KRN,USDA germplasm,NA,XBSA_7H1,PI355023,12
validation population,Random KRN,USDA germplasm,NA,XBSA_7G4,PI357102,14
validation population,Low KRN,USDA germplasm,NA,XBSA_5A12,PI358283,9
validation population,Random KRN,USDA germplasm,NA,XBSA_7G3,PI358527,15
validation population,Random KRN,USDA germplasm,NA,XBSA_7G2,PI358528,14
validation population,High KRN,USDA germplasm,NA,XBSA_2G1,PI358546,18
validation population,Low KRN,USDA germplasm,NA,XBSA_5B9,PI358553,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5B10,PI358555,9
validation population,High KRN,USDA germplasm,NA,XBSA_2G2,PI358577,18
validation population,Low KRN,USDA germplasm,NA,XBSA_5B11,PI358581,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5B12,PI358585,8
validation population,Low KRN,USDA germplasm,NA,XBSA_5C9,PI358586,9
validation population,High KRN,USDA germplasm,NA,XBSA_2G3,PI368836,18
validation population,High KRN,USDA germplasm,NA,XBSA_2G4,PI368838,19
validation population,Low KRN,USDA germplasm,NA,XBSA_5C10,PI372157,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5C11,PI372163,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5C12,PI390842,8
validation population,High KRN,USDA germplasm,NA,XBSA_2H2,PI391413,19
validation population,High KRN,USDA germplasm,NA,XBSA_2H3,PI391669,20
validation population,Random KRN,USDA germplasm,NA,XBSA_7G1,PI393705,13
validation population,Low KRN,USDA germplasm,NA,XBSA_5D9,PI393732,9
validation population,Low KRN,USDA germplasm,NA,XBSA_5D10,PI393744,9
validation population,High KRN,USDA germplasm,NA,XBSA_2H4,PI393753,18
