<Trait>	20KernelWeight	CobColor	CobDiameter	CobDiameter	CobWeight	CobWeight	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	EarDiameter	EarDiameter	EarLength	EarLength	EarRankNumber	EarRankNumber	EarRowNumber	EarRowNumber	EarWeight	EarWeight	GerminationCount	GerminationCount	GerminationCount	GerminationCount	GerminationCount	GerminationCount	GerminationCount	HerbicideSensitivity	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafSheathLength	LeafWidth-BorderPlant	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	NorthernLeafBlight-IncubationPeriod	NorthernLeafBlight(Percentage)	NorthernLeafBlight(Percentage)	NorthernLeafBlight	NumberofLeaves	NumberofTilleringPlants	NumberofTilleringPlants	Phylotaxy	RowQuality	RowQuality	SecondaryBranchNumber	SecondaryBranchNumber	SecondaryBranchNumber	SecondaryBranchNumber	SecondaryBranchNumber	SeedSetLength	Spikelets-MainSpike	Spikelets-MainSpike	Spikelets-PrimaryBranch	Spikelets-PrimaryBranch	StandCount	StandCount	StandCount	StandCount	StandCount	StandCount	TasselBranchLength	TasselBranchLength	TasselBranchLength	TasselBranchLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselSterility	TilleringIndex-BorderPlant	TilleringIndex	TilleringIndex	TilleringIndex	TilleringIndex	TotalKernelVolume	TotalKernelVolume	UpperLeafAngle-BorderPlant	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle
Z020E0185	5.6	-999	-999	25.64	-999	17.7	92	102	78	57	92	77	77	94	-999	73	88	97	77	-999	86	75	75	91	-999	71	-999	38.26	-999	148.995	-999	18	-999	13	-999	62.35	4	11	12	6	-999	7	5	-999	769	991	830	793	997	909	847	1052	-999	152	-999	69	91	82	65	82	84	86	91	-999	299	290	298	259	-999	228	227	-999	70	40	-999	-999	60	-999	-999	-999	-999	-999	3	4.5	0	-999	155	1	3	-999	-999	-999	3	-999	-999	-999	22	-999	10	8	-999	15	5	-999	12	-999	-999	-999	228	359	411	391	337	-999	337	412	-999	11	12	7	7	-999	12	19	-999	-999	0	-999	1	0	-999	-999	62.5	-999	75	75	70	60	80	-999	70	75	-999
Z020E0186	4.55	-999	-999	23.875	-999	9.75	86	93	75	55	85	72	71	87	-999	67	84	88	74	55	81	71	69	87	-999	66	-999	36.025	-999	128.205	-999	15	-999	16	-999	56.9	8	9	11	6	8	5	2	-999	599	663	710	682	814	602	631	611	793	102	-999	85	87.5	87	66	88	90	92	104	113	234	210	250	186	-999	180	221	-999	70	50	-999	-999	70	-999	-999	16	-999	20	5	4	0	-999	-999	2	3	-999	-999	-999	0	-999	-999	16	25	16	12	6	-999	11	5	-999	13	-999	-999	-999	240	288	277	331	248	-999	268	316	-999	5	8	6	5	-999	12	8	-999	-999	0	-999	1	0	-999	-999	57.5	85	75	70	80	60	75	80	75	75	-999
Z020E0187	-999	-999	-999	-999	-999	-999	90	103	83	61	91	80	78	97	-999	76	90	100	82	59	90	80	75	93	-999	75	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5	9	9	6	2	7	5	-999	857	1035.5	920	895	894	987	918	774	858	139	75	61	69.5	74	65	72	75	66	65	68	286	282	325	178	278	232	201	-999	60	45	-999	-999	65	-999	-999	21	-999	5	2	6.333333333	1	-999	-999	2	3	-999	-999	-999	2	-999	-999	21	22	14	11	6	-999	13	7	-999	7	-999	-999	-999	297	411	380	438	287	419	372	312	-999	8	8	8	8	11	13	14	-999	-999	2	-999	0	0	-999	-999	-999	70	75	85	80	55	60	85	80	70	-999
Z020E0188	3.96	-999	-999	25.725	-999	12.385	92	102	83	60	90	74	71	92	-999	73	88	100	81	-999	87	72	71	91	-999	70	-999	39.88	-999	120.225	-999	20	-999	16	-999	59.72	12	7	10	5	-999	10	5	-999	588	858.5	863	742	813	903	802	873	846	117	75	79	76	77	62	72	72	79	83	95	248	227	218	102	169	182	247	-999	55	40	-999	-999	52.5	-999	-999	-999	-999	-999	3	4	0	-999	250	2	3	-999	-999	-999	1	-999	-999	18	24	13	7	7	-999	7	3	-999	9	-999	-999	-999	141	385	325	312	187	250	271	311	-999	8	6	8	5	8	7	11	-999	-999	0	-999	1	0	-999	-999	67.5	80	80	75	-999	50	75	55	80	85	-999
Z020E0189	3.495	-999	-999	24.27	-999	12.825	84	101	79	54	88	77	75	87	-999	72	82	101	79	55	86	75	75	87	-999	70	-999	38.28	-999	132.77	-999	22	-999	15	-999	92.07	10	9	11	6	5	5	2	-999	700	868.5	879	745	800	880	798	769	835	115	67	74	89	81	64	88	87	85	84	105	234	211	288	182	228	185	269	-999	50	50	-999	-999	55	-999	-999	15	-999	26.66666667	3	5	0	-999	-999	3	4	-999	-999	-999	0	-999	-999	-999	23	-999	8	7	-999	9	6	-999	10	-999	-999	-999	128	337	308	364	256	302	260.5	379	-999	14	15	8	8	11	17	12	-999	-999	0	-999	1	0	-999	-999	45	70	60	60	70	55	65	55	75	70	-999
Z020E0190	5.485	-999	-999	29.26	-999	20.35	79	101	74	51	83	71	71	82	-999	67	79	97	71	50	81	69	73	82	-999	67	-999	45.61	-999	172.485	-999	33.5	-999	17	-999	143.61	12	10	12	6	4	14	3	-999	759	836	820	805	858	851	981	823	1003.5	126	108	79	85	90	82	96	86	114	81	97	262	352	287	201	288	286	252	-999	60	45	-999	-999	65	-999	-999	24	-999	2.333333333	2	5	0	-999	-999	2	3	-999	-999	-999	2	-999	-999	27	22	13	11	7	-999	13	7	-999	15	-999	-999	-999	256	340	417	340	275	416	399	355	-999	6	6	7	5	8	12	11	-999	-999	0	-999	1	0	-999	-999	160	85	65	80	80	55	70	75	80	75	-999
Z020E0191	3.695	-999	-999	28.155	11	18.545	86	99	79	58	86	75	73	92	-999	73	84	95	79	59	84	75	71	91	-999	72	25	37.855	95	152.025	10	30.5	10	16	26.5	90.99	3	9	8	5	6	6	7	-999	667	937.5	836	743	838	842	837	863	810	124	91	78	86.5	70	64	62	77	80	80	84	251	248	248	168	210	203	215	-999	65	40	-999	-999	45	-999	-999	20	-999	4	4	5	0	-999	-999	2	3	-999	-999	-999	2	-999	67	24	18	9	9	6	-999	13	7	-999	11	-999	-999	-999	143	326	331	328	254	271	315	266	-999	8	7	4	5	7	11	7	-999	-999	0	-999	0	0	-999	30	95	65	45	55	65	50	70	60	70	70	-999
Z020E0192	5.19	-999	-999	28.025	-999	13.61	84	102	81	62	86	75	71	91	-999	75	82	93	76	59	82	72	71	87	-999	69	-999	41.63	-999	137.75	-999	23	-999	14	-999	77.565	10	11	12	6	-999	3	1	-999	754	775.5	826	704	752	853	908	962	784	141	81	75	71.5	76	77	76	75	89	78	86	209	259	301	177	290	255	270	-999	55	60	-999	-999	70	-999	-999	-999	-999	-999	2	5.5	0	-999	-999	2	3	-999	-999	-999	1	-999	-999	27	22	18	14	8	-999	15	5	-999	13	-999	-999	-999	215	271	320	379	260	346	336	364	-999	10	8	7	6	7	8	15	-999	-999	0	-999	0	0	-999	-999	92.5	80	80	80	80	60	85	80	75	85	-999
Z020E0193	4.41	-999	-999	25.81	-999	16.055	92	99	76	60	75	80	71	-999	-999	71	92	96	74	57	75	75	70	-999	-999	70	-999	40.225	-999	139.42	-999	25.5	-999	16	-999	82.47	7	11	12	4	-999	-999	1	-999	814	863	840	649	843	-999	791	811	-999	145	-999	75	76.5	85	51	100	-999	83	85	-999	258	272	304	-999	223	-999	233	-999	55	60	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	0	-999	-999	1	4	-999	-999	-999	-999	-999	-999	27	35	11	12	6	-999	15	6	-999	11	-999	-999	-999	-999	353	346	351	-999	290	-999	324	-999	6	8	5	-999	7	-999	9	-999	-999	0	-999	1	0	-999	-999	97.5	-999	70	70	70	55	75	-999	75	65	-999
Z020E0194	5.7	-999	-999	26.955	12.5	15.27	84	102	76	54	89	72	73	86	-999	74	84	100	75	54	87	71	71	85	-999	71	34	40.245	122	127.86	11	21	11	14	40.9	77.42	8	11	9	6	-999	11	2	-999	764	881.5	881	731	897	893	887	897	864	135	91	77	82	76	73	83	96	74	85	93	244	310	249	165	300	210	224	-999	70	45	-999	-999	55	-999	-999	-999	-999	-999	2	4.5	2	4	-999	1	3	-999	-999	-999	2	-999	90	29	32	12	11	6	-999	11	6	-999	11	-999	-999	-999	195	301	389	308	220	354	282	284	-999	7	6	7	5	5	7	7	-999	1	0	-999	0	1	2	40	80	65	80	75	80	60	80	80	75	80	-999
Z020E0195	4.75	-999	-999	26.09	-999	13.45	88	99	76	59	87	74	77	88	-999	73	86	97	77	59	87	74	79	91	-999	73	-999	40.04	-999	128.63	-999	24	-999	15.5	-999	81.3	7	7	9	5	4	4	2	-999	643	886.5	819	769	865	967	874	975	844	106	84	78	90	89	75	98	86	94	93	106	328	283	281	193	246	228	309	-999	60	55	-999	-999	60	-999	-999	18	-999	23.33333333	2	4.5	0	-999	-999	2	3	-999	-999	-999	3	-999	-999	26	31	13	14	6	-999	8	5	-999	10	-999	-999	-999	211	455	396	355	255	345	368	416	-999	8	7	5	6	7	10	10	-999	1	0	-999	0	0	-999	-999	67.5	60	75	70	65	55	75	70	60	-999	-999
Z020E0196	5.35	-999	-999	27.67	-999	16.75	86	104	78	57	89	75	68	90	-999	71	84	104	78	-999	85	75	71	87	-999	70	-999	39.045	-999	117.45	-999	16	-999	14.5	-999	58.7	1	4	7	6	1	1	6	-999	623	831.5	796	718	-999	899	831	-999	854	109	78	40	77	83	68	77	78	78	-999	91	139	204	216	-999	-999	167	269	-999	55	25	-999	-999	40	-999	-999	15	-999	11.66666667	2	5.5	0	-999	-999	3	3	-999	-999	-999	4	-999	-999	35	38	18	15	6	-999	7	4	-999	7	-999	-999	-999	198	221	313	293	-999	-999	307	410	-999	14	15	9	10	-999	14	19	-999	-999	0	-999	0	1	-999	-999	65	55	55	60	55	50	50	50	65	55	-999
Z020E0197	3.25	-999	-999	26.055	-999	21.85	88	95	78	-999	89	77	75	90	-999	70	84	90	77	-999	83	75	72	88	-999	69	-999	36.385	-999	155.37	-999	32.5	-999	15	-999	86.85	2	9	11	6	4	4	3	-999	930	1047	913	653	879	978	977	1129	1092	157	75	80	75.5	70	56	75	68	64	80	113	293	282	304	235	304	250	321	-999	55	50	-999	-999	65	-999	-999	21	-999	-999	3	5.5	0	-999	-999	1	3	-999	-999	-999	2	-999	-999	25	29	14	11	9	-999	10	5	-999	13	-999	-999	-999	254	415	403	370	327	416	359	434	-999	10	9	5	7	4	9	10	-999	-999	0	-999	1	1	-999	-999	80	65	60	80	65	50	70	55	70	70	-999
Z020E0198	2.25	-999	-999	25.005	-999	12.85	88	105	77	56	92	80	73	91	-999	70	86	99	77	55	89	77	71	85	-999	70	-999	39.095	-999	116.625	-999	15	-999	17	-999	36.3	9	9	11	5	6	9	2	-999	634	780.5	872	641	888	731	795	922	786	134	-999	73	86	86	61	92	71	87	77	95	245	230	220	181	255	152	213	-999	55	50	-999	-999	65	-999	-999	16	-999	10	2	5.5	0	-999	152.5	2	3	-999	-999	-999	2	-999	-999	15	18	10	9	7	-999	10	6	-999	13	-999	-999	-999	180	360	325	292	238	330	234	322	-999	5	7	7	4	8	7	9	-999	-999	0	-999	1	1	-999	-999	52.5	70	75	70	40	45	55	30	70	55	-999
Z020E0199	2.855	-999	-999	23.905	-999	8.045	83	92	73	61	84	72	73	86	-999	70	83	91	75	61	84	72	71	89	-999	69	-999	33.555	-999	105.155	-999	25.5	-999	12	-999	42.455	5	5	9	2	7	5	2	-999	732	1033	900	644	837	833	797	870	778	129	81	80	116.5	89	83	102	85	93	87	110	130	257	204	151	267	144	208	-999	80	55	-999	-999	65	-999	-999	21	-999	-999	3	4.5	0	-999	-999	3	3	-999	-999	-999	1	-999	-999	21	32	15	12	6	-999	12	5	-999	10	-999	-999	-999	150	215	325	269	211	340	216	298	-999	7	9	6	8	9.5	14	10	-999	-999	0	-999	0	0	-999	-999	47.5	-999	80	80	80	55	85	-999	75	80	-999
Z020E0200	3.45	-999	-999	24.055	12	10.8	90	104	83	59	98	80	77	98	-999	74	84	103	80	60	94	78	73	96	-999	71	34	34.795	123	134.27	20	19	14	14	44.6	41.2	6	8	11	5	-999	9	3	-999	789	853.5	916	765	887	926	862	893	828	125	-999	91	74.5	85	67	92	80	85	89	96	221	240	325	158	198	191	293	-999	55	50	-999	-999	65	-999	-999	-999	-999	-999	2	4.5	0	-999	-999	2	4	-999	-999	-999	2	-999	98	27	21	14	13	8	-999	15	6	-999	14	-999	-999	-999	210	338	364	390	236	306	311	388	-999	14	14	7	7	10	8	9	-999	-999	0	-999	0	0	-999	50	47.5	-999	75	75	75	55	75	70	80	75	-999
Z020E0201	-999	-999	-999	-999	-999	-999	82.8	89.3	77.5	54.4	81.75	72.2	68.9	81.3	-999	65.4	81	88.4	76.3	-999	79.75	70.8	68.9	80.8	-999	65.2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	9.4	6.4	8.5	3.8	6.333333333	7	1	-999	650.1	798.35	790.9	-999	759.7	753.3333333	789.3	767.1111111	-999	127.1	90	80.2	85.85	83.5	79.7	83.1	85.66666667	82.1	89.55555556	-999	207.4	-999	218	-999	-999	184.25	235.1111111	-999	79	43.5	-999	-999	62.14285714	-999	-999	18.83333333	-999	-999	3.9	4.9	0	-999	145	2.2	3.7	-999	-999	-999	1.75	-999	-999	23.3	-999	14	-999	5.5	-999	11.625	5.8	-999	10	-999	-999	-999	186	283.5	-999	298.8	-999	-999	276.875	-999	-999	6.3	6.3	6.1	-999	5.375	7.25	9.333333333	-999	1.5	0	-999	0.5	0	-999	-999	-999	80	81	76	79.5	57.5	77.5	77.5	79.5	-999	-999
Z020E0202	-999	-999	-999	21.1315	-999	7.4355	89.33333333	105	81.3	-999	90.625	75.6	75.5	95.75	-999	74	89.66666667	102.25	81	-999	89.375	76.4	76.6	95.375	-999	74.4	-999	30.5295	-999	104.985	-999	17.65	-999	13.5	-999	-999	1.6	2.7	11.1	4.9	5.333333333	2.1	2.4	-999	534.6666667	-999	817.5	748.4166667	-999	-999	904.3	917.8	904.625	130.7	70.5	51.33333333	-999	71.2	66.66666667	78.3	-999	74.4	69.8	77.75	258	-999	284.6363636	215.9	-999	194.75	275.7	-999	52.85714286	-999	-999	-999	66.66666667	-999	-999	19.83333333	-999	-999	2.444444444	-999	0	-999	180	3.4	3.1	-999	-999	-999	3.125	-999	-999	21.75	22.1	14.375	11.8	6.9	-999	7.25	5.8	-999	8.9	-999	-999	-999	203.375	383.8571429	-999	380.5454545	310.5	-999	307.25	406.8	-999	8	-999	8.818181818	8.8	11.55555556	12	10.4	-999	1	0	-999	0.2	0	-999	-999	-999	76.66666667	68.57142857	-999	74	53	71	70	73	75.5	-999
Z020E0208	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	88	-999	-999	-999	-999	-999	-999	-999	-999	-999	86	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	15	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Z020E0232	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	87	-999	-999	-999	-999	-999	-999	-999	-999	-999	87	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	13	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Z020E0234	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	91	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	9	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5.333333333	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Z020E0257	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	86	-999	-999	-999	-999	-999	-999	-999	-999	-999	85	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	16	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Z020E0270	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	20	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5	-999	8	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Z020E0278	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	97	-999	-999	-999	-999	-999	-999	-999	-999	-999	97	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	14	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Z020E0281	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	99	-999	-999	-999	-999	-999	-999	-999	-999	-999	99	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	10	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Z021E0001	3.545	-999	-999	22.085	-999	11.905	79	104	78	55	82	70	73	85	-999	67	79	104	77	56	80	70	73	87	-999	68	-999	35.39	-999	129.6	-999	26	-999	12	-999	60.815	11	1	8	4	-999	9	0	-999	633	-999	696	604	-999	720	584	767	-999	121	85	76	-999	86	75	-999	77	77	86	-999	207	132	187	145	200	164	200	-999	-999	-999	60	-999	70	-999	-999	-999	-999	-999	2	5	0	-999	-999	4	2	-999	-999	2	4	-999	-999	41	26	18	14	6	-999	11	6	-999	16	-999	-999	173	156	309	220	279	218	298	269	295	-999	10	9	9	12	11	13	13	-999	-999	0	-999	0	0	-999	-999	65	70	75	-999	80	80	75	75	75	70	-999
Z021E0002	3.975	-999	-999	25.445	-999	16.52	79	96	74	55	85	70	73	84	-999	68	79	92	75	56	83	70	72	86	-999	68	-999	38.045	-999	147.71	-999	31.5	-999	16	-999	87.36	12	10	12	6	-999	8	8	-999	670	708	681	642	-999	637	663	750	686	109	83	92	90	93	70	-999	92	84	102	102	217	193	196	152	176	154	206	178	-999	45	60	-999	72.5	-999	-999	-999	-999	-999	3	5.5	0	-999	-999	2	3	-999	-999	3	2	-999	-999	34	34	23	14	9	-999	14	6	-999	14	-999	-999	112	164	337	308	303	224	266	270	322	312	16	13	10	8	15	17	14	21	2	0	-999	0	0	-999	-999	90	85	80	65	75	70	80	80	70	75	80
Z021E0003	-999	-999	-999	-999	-999	-999	81	102	75	61	84	72	76	85	-999	68	79	100	74	62	82	70	76	82	-999	68	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5	2	3	2	-999	4	0	-999	682	704	659	658	-999	731	760	705	-999	115	121	110	99	112	96	-999	136	109	122	-999	-999	219	245	210	216	177	198	-999	-999	20	60	-999	50	-999	-999	-999	-999	-999	4	5	0	-999	-999	3	3	-999	-999	2	2	-999	-999	50	33	29	21	3	-999	5	4	-999	9	-999	-999	170	172	-999	310	326	289	278	257	270	-999	-999	13	11	12	8	14	14	-999	1	0	-999	0	1	-999	-999	-999	80	82.5	85	80	80	-999	-999	80	-999	-999
Z021E0004	4.715	-999	-999	25.88	-999	19.625	84	101	75	60	81	80	72	87	-999	71	84	98	75	59	80	72	71	87	-999	69	-999	39.525	-999	180.675	-999	28.5	-999	14	-999	80.45	5	8	10	5	-999	5	0	-999	596	654	703	617	-999	643	574	763	-999	121	84	72	77	78	75	-999	84	67	84	-999	237	262	223	163	226	216	234	-999	-999	45	70	-999	70	-999	-999	-999	-999	-999	3	4.5	0	-999	-999	2	4	-999	-999	1	2	-999	-999	29	24	15	11	7	-999	10	3	-999	8	-999	-999	173	154	316	337	307	248	320	307	353	-999	6	6	6	7	7	8	8	-999	-999	0	-999	0	1	-999	-999	77.5	-999	80	80	85	85	85	85	80	80	-999
Z021E0005	-999	-999	-999	22.89	-999	15.135	81	101	74	56	86	70	73	87	-999	73	79	99	75	56	83	70	72	85	-999	70	-999	-999	-999	156.38	-999	-999	-999	-999	-999	-999	5	6	7	5	-999	3	3	-999	639	599	643	619	-999	586	702	744	715	118	88	82	68	79	82	-999	77	86	92	103	173	195	170	122	135	105	99	156	-999	65	55	-999	70	-999	-999	-999	-999	5.5	3	5.5	0	-999	-999	2	3	-999	-999	3	2	-999	-999	28	11	20	14	6	-999	12	5	-999	9	-999	-999	131	144	273	283	258	175	205	219	191	266	13	10	9	6	8	14	13	15	-999	0	-999	1	0	-999	-999	-999	82.5	82.5	60	70	80	65	-999	70	75	80
Z021E0006	-999	-999	-999	27.08	-999	25.94	79	104	75	55	86	69	76	86	-999	69	79	100	73	54	83	69	73	84	-999	67	-999	-999	-999	173.75	-999	-999	-999	-999	-999	-999	2	3	5	3	4	10	1	-999	622	774	695	587	-999	697	698	717	706	135	97	83	104	95	78	-999	92	97	90	104	267	265	288	206	287	217	275	236	-999	25	75	-999	60	-999	-999	13	-999	13.33333333	1	5	0	-999	-999	3	3	-999	-999	1	2	-999	-999	33	28	13	12	5	-999	6	2	-999	8	-999	-999	190	208	344	351	382	266	352	322	358	342	10	11	9	8	8	14	13	13	-999	0	-999	0	0	-999	-999	-999	80	-999	85	80	80	85	85	80	80	85
Z021E0007	4.07	-999	-999	22.49	-999	12.07	79	-999	70	-999	86	70	73	86	-999	70	80	100	68	-999	80	69	71	84	-999	66	-999	34.055	-999	142.195	-999	22.5	-999	12	-999	46.52	6	6	11	6	-999	7	6	-999	647	618	631	606	-999	657	502	666	702	131	72	70	76	78	60	-999	74	72	81	85	291	-999	277	209	-999	301	266	220	-999	25	55	-999	70	-999	-999	-999	-999	-999	2	5	0	-999	-999	3	3	-999	-999	-999	0	-999	-999	30	30	19	13	7	-999	12	6	-999	14	-999	-999	-999	198	389	-999	357	269	-999	299	350	363	4	-999	3	3	-999	1	4	5.2	-999	0	-999	0	0	-999	-999	52.5	75	72.5	65	65	60	-999	75	50	65	75
Z021E0008	3.88	-999	-999	22.58	-999	20.95	79	98	72	52	78	66	73	81	-999	65	79	93	70	52	76	65	71	79	-999	64	-999	33.165	-999	165.505	-999	16.5	-999	13	-999	41.12	3	4	8	4	-999	5	3	-999	548	532	642	527	-999	712	546	649	649	-999	91	75	75	88	73	-999	96	85	90	92	183	207	261	201	207	218	238	234	-999	45	70	-999	55	-999	-999	-999	-999	-999	4	5.5	0	-999	-999	3	4	-999	-999	0	2	-999	-999	31	29	10	15	6	-999	4	4	-999	5	-999	-999	173	186	256	256	325	255	292	303	326	344	11	4	5	8	7	11	6	15	-999	0	-999	0	0	-999	-999	32.5	60	60	60	65	35	55	50	60	60	70
